colour_name,colour,x,y,latitude,longitude
green,"[96, 184, 23]",1458,1668,53.3066665248551,-6.261537628577926
red,"[235, 52, 0]",1445,1668,53.306667003713976,-6.262926294498497
green,"[96, 184, 23]",1407,1668,53.3066684034553,-6.266985471804783
green,"[96, 184, 23]",1394,1668,53.30666888231416,-6.268374137725354
green,"[96, 184, 23]",1381,1668,53.306669361173036,-6.269762803645926
green,"[96, 184, 23]",1368,1668,53.30666984003191,-6.271151469566497
green,"[96, 184, 23]",1355,1668,53.30667031889078,-6.272540135487069
green,"[96, 184, 23]",1342,1668,53.30667079774965,-6.2739288014076395
white,"[255, 255, 255]",1329,1668,53.306671276608526,-6.275317467328211
green,"[96, 184, 23]",1316,1668,53.3066717554674,-6.276706133248783
green,"[96, 184, 23]",1303,1668,53.30667223432627,-6.278094799169354
white,"[255, 255, 255]",1290,1668,53.306672713185144,-6.279483465089926
green,"[96, 184, 23]",1277,1668,53.306673192044016,-6.280872131010497
white,"[255, 255, 255]",1265,1668,53.306673634067586,-6.28215397647564
green,"[96, 184, 23]",1252,1668,53.30667411292646,-6.2835426423962115
green,"[96, 184, 23]",1239,1668,53.30667459178533,-6.284931308316782
green,"[96, 184, 23]",1226,1668,53.306675070644204,-6.286319974237354
red,"[235, 52, 0]",1213,1668,53.306675549503076,-6.287708640157925
green,"[96, 184, 23]",1200,1668,53.30667602836195,-6.289097306078497
green,"[96, 184, 23]",1187,1668,53.30667650722082,-6.290485971999068
green,"[96, 184, 23]",1175,1668,53.3066769492444,-6.291767817464211
green,"[96, 184, 23]",1162,1668,53.30667742810327,-6.293156483384783
white,"[255, 255, 255]",1149,1668,53.306677906962136,-6.294545149305353
white,"[255, 255, 255]",1136,1668,53.30667838582101,-6.295933815225925
white,"[255, 255, 255]",1123,1668,53.30667886467988,-6.297322481146496
white,"[255, 255, 255]",1110,1668,53.306679343538754,-6.298711147067068
green,"[96, 184, 23]",1097,1668,53.306679822397626,-6.300099812987639
green,"[96, 184, 23]",1471,1656,53.307431496643204,-6.260147897718582
red,"[235, 52, 0]",1458,1656,53.30743197550208,-6.261536563639154
red,"[235, 52, 0]",1445,1656,53.30743245436095,-6.262925229559725
green,"[96, 184, 23]",1433,1656,53.307432896384526,-6.264207075024868
green,"[96, 184, 23]",1420,1656,53.30743337524339,-6.2655957409454395
green,"[96, 184, 23]",1407,1656,53.307433854102264,-6.26698440686601
green,"[96, 184, 23]",1394,1656,53.30743433296114,-6.268373072786582
green,"[96, 184, 23]",1381,1656,53.30743481182001,-6.269761738707153
green,"[96, 184, 23]",1368,1656,53.30743529067888,-6.271150404627725
green,"[96, 184, 23]",1355,1656,53.307435769537754,-6.272539070548296
green,"[96, 184, 23]",1342,1656,53.30743624839663,-6.273927736468868
green,"[96, 184, 23]",1329,1656,53.3074367272555,-6.275316402389439
red,"[235, 52, 0]",1316,1656,53.30743720611437,-6.27670506831001
green,"[96, 184, 23]",1303,1656,53.307437684973245,-6.278093734230581
green,"[96, 184, 23]",1290,1656,53.30743816383212,-6.279482400151153
green,"[96, 184, 23]",1277,1656,53.30743864269099,-6.280871066071724
green,"[96, 184, 23]",1265,1656,53.30743908471456,-6.282152911536867
green,"[96, 184, 23]",1252,1656,53.30743956357343,-6.283541577457439
green,"[96, 184, 23]",1239,1656,53.307440042432304,-6.28493024337801
green,"[96, 184, 23]",1226,1656,53.30744052129118,-6.286318909298581
green,"[96, 184, 23]",1213,1656,53.30744100015005,-6.2877075752191525
green,"[96, 184, 23]",1200,1656,53.30744147900892,-6.289096241139724
white,"[255, 255, 255]",1187,1656,53.307441957867795,-6.2904849070602955
white,"[255, 255, 255]",1175,1656,53.307442399891364,-6.291766752525438
green,"[96, 184, 23]",1162,1656,53.30744287875024,-6.29315541844601
green,"[96, 184, 23]",1149,1656,53.30744335760911,-6.294544084366581
white,"[255, 255, 255]",1136,1656,53.30744383646798,-6.295932750287153
green,"[96, 184, 23]",1123,1656,53.307444315326855,-6.297321416207724
green,"[96, 184, 23]",1110,1656,53.30744479418573,-6.298710082128295
green,"[96, 184, 23]",1097,1656,53.3074452730446,-6.300098748048867
green,"[96, 184, 23]",1085,1656,53.30744571506818,-6.3013805935140095
green,"[96, 184, 23]",1561,1643,53.308257419667285,-6.250532903046341
green,"[96, 184, 23]",1548,1643,53.30825789852616,-6.251921568966912
green,"[96, 184, 23]",1535,1643,53.30825837738503,-6.253310234887484
green,"[96, 184, 23]",1523,1643,53.3082588194086,-6.2545920803526265
green,"[96, 184, 23]",1510,1643,53.30825929826747,-6.255980746273198
green,"[96, 184, 23]",1497,1643,53.308259777126345,-6.2573694121937695
green,"[96, 184, 23]",1471,1643,53.30826073484409,-6.260146744034912
red,"[235, 52, 0]",1458,1643,53.30826121370296,-6.261535409955483
green,"[96, 184, 23]",1445,1643,53.308261692561835,-6.262924075876055
white,"[255, 255, 255]",1433,1643,53.30826213458541,-6.264205921341198
red,"[235, 52, 0]",1420,1643,53.308262613444285,-6.265594587261769
green,"[96, 184, 23]",1407,1643,53.30826309230315,-6.266983253182341
green,"[96, 184, 23]",1394,1643,53.30826357116202,-6.268371919102911
green,"[96, 184, 23]",1381,1643,53.308264050020895,-6.269760585023483
green,"[96, 184, 23]",1368,1643,53.30826452887977,-6.271149250944054
green,"[96, 184, 23]",1355,1643,53.30826500773864,-6.272537916864626
green,"[96, 184, 23]",1342,1643,53.30826548659751,-6.273926582785197
green,"[96, 184, 23]",1329,1643,53.308265965456386,-6.275315248705769
red,"[235, 52, 0]",1316,1643,53.30826644431526,-6.27670391462634
green,"[96, 184, 23]",1303,1643,53.30826692317413,-6.278092580546911
green,"[96, 184, 23]",1290,1643,53.308267402033,-6.2794812464674825
green,"[96, 184, 23]",1277,1643,53.308267880891876,-6.280869912388054
green,"[96, 184, 23]",1265,1643,53.308268322915445,-6.282151757853197
green,"[96, 184, 23]",1252,1643,53.30826880177432,-6.283540423773768
green,"[96, 184, 23]",1239,1643,53.30826928063319,-6.28492908969434
green,"[96, 184, 23]",1226,1643,53.30826975949206,-6.2863177556149115
green,"[96, 184, 23]",1213,1643,53.308270238350936,-6.287706421535483
green,"[96, 184, 23]",1200,1643,53.30827071720981,-6.289095087456054
green,"[96, 184, 23]",1187,1643,53.30827119606868,-6.290483753376625
white,"[255, 255, 255]",1175,1643,53.30827163809226,-6.291765598841768
green,"[96, 184, 23]",1162,1643,53.30827211695112,-6.2931542647623395
green,"[96, 184, 23]",1149,1643,53.308272595809996,-6.294542930682911
green,"[96, 184, 23]",1136,1643,53.30827307466887,-6.295931596603483
red,"[235, 52, 0]",1123,1643,53.30827355352774,-6.297320262524054
white,"[255, 255, 255]",1110,1643,53.30827403238661,-6.298708928444625
red,"[235, 52, 0]",1097,1643,53.308274511245486,-6.300097594365196
green,"[96, 184, 23]",1085,1643,53.30827495326906,-6.301379439830339
green,"[96, 184, 23]",1574,1630,53.3090861790093,-6.2491430834421
green,"[96, 184, 23]",1561,1630,53.30908665786817,-6.25053174936267
green,"[96, 184, 23]",1548,1630,53.309087136727044,-6.251920415283242
green,"[96, 184, 23]",1535,1630,53.309087615585916,-6.253309081203813
white,"[255, 255, 255]",1523,1630,53.30908805760949,-6.254590926668956
green,"[96, 184, 23]",1510,1630,53.30908853646836,-6.255979592589528
green,"[96, 184, 23]",1497,1630,53.30908901532723,-6.257368258510099
green,"[96, 184, 23]",1484,1630,53.309089494186104,-6.258756924430671
green,"[96, 184, 23]",1471,1630,53.309089973044976,-6.260145590351241
green,"[96, 184, 23]",1458,1630,53.30909045190385,-6.261534256271813
red,"[235, 52, 0]",1445,1630,53.30909093076272,-6.262922922192384
white,"[255, 255, 255]",1433,1630,53.3090913727863,-6.264204767657527
green,"[96, 184, 23]",1420,1630,53.30909185164517,-6.265593433578099
green,"[96, 184, 23]",1407,1630,53.30909233050404,-6.26698209949867
green,"[96, 184, 23]",1394,1630,53.30909280936291,-6.268370765419242
green,"[96, 184, 23]",1381,1630,53.30909328822178,-6.269759431339813
green,"[96, 184, 23]",1368,1630,53.309093767080654,-6.271148097260384
green,"[96, 184, 23]",1355,1630,53.30909424593953,-6.272536763180955
green,"[96, 184, 23]",1342,1630,53.3090947247984,-6.273925429101527
green,"[96, 184, 23]",1329,1630,53.30909520365727,-6.2753140950220985
green,"[96, 184, 23]",1316,1630,53.309095682516144,-6.27670276094267
red,"[235, 52, 0]",1303,1630,53.30909616137502,-6.2780914268632415
green,"[96, 184, 23]",1290,1630,53.30909664023389,-6.279480092783813
green,"[96, 184, 23]",1277,1630,53.30909711909276,-6.280868758704384
green,"[96, 184, 23]",1265,1630,53.30909756111633,-6.2821506041695265
green,"[96, 184, 23]",1252,1630,53.309098039975204,-6.283539270090098
green,"[96, 184, 23]",1239,1630,53.30909851883408,-6.28492793601067
green,"[96, 184, 23]",1226,1630,53.30909899769295,-6.286316601931241
green,"[96, 184, 23]",1213,1630,53.30909947655182,-6.287705267851813
green,"[96, 184, 23]",1200,1630,53.309099955410694,-6.289093933772384
white,"[255, 255, 255]",1187,1630,53.30910043426957,-6.290482599692956
green,"[96, 184, 23]",1175,1630,53.309100876293144,-6.291764445158098
green,"[96, 184, 23]",1162,1630,53.309101355152016,-6.293153111078669
green,"[96, 184, 23]",1149,1630,53.30910183401088,-6.294541776999241
red,"[235, 52, 0]",1136,1630,53.309102312869754,-6.295930442919812
red,"[235, 52, 0]",1123,1630,53.30910279172863,-6.297319108840384
white,"[255, 255, 255]",1110,1630,53.3091032705875,-6.298707774760955
green,"[96, 184, 23]",1097,1630,53.30910374944637,-6.300096440681527
green,"[96, 184, 23]",1085,1630,53.30910419146995,-6.301378286146669
green,"[96, 184, 23]",1574,1617,53.309915417210185,-6.249141929758429
green,"[96, 184, 23]",1561,1617,53.30991589606906,-6.250530595679001
green,"[96, 184, 23]",1548,1617,53.30991637492793,-6.251919261599571
red,"[235, 52, 0]",1535,1617,53.3099168537868,-6.253307927520143
red,"[235, 52, 0]",1523,1617,53.30991729581038,-6.254589772985286
red,"[235, 52, 0]",1510,1617,53.30991777466925,-6.255978438905857
green,"[96, 184, 23]",1497,1617,53.30991825352812,-6.257367104826429
red,"[235, 52, 0]",1484,1617,53.30991873238699,-6.258755770747
green,"[96, 184, 23]",1471,1617,53.30991921124586,-6.260144436667572
white,"[255, 255, 255]",1458,1617,53.309919690104735,-6.261533102588143
white,"[255, 255, 255]",1445,1617,53.30992016896361,-6.262921768508714
white,"[255, 255, 255]",1433,1617,53.309920610987184,-6.264203613973857
green,"[96, 184, 23]",1420,1617,53.30992108984606,-6.265592279894428
green,"[96, 184, 23]",1407,1617,53.30992156870493,-6.266980945815
green,"[96, 184, 23]",1394,1617,53.3099220475638,-6.268369611735571
green,"[96, 184, 23]",1381,1617,53.30992252642267,-6.269758277656143
white,"[255, 255, 255]",1368,1617,53.30992300528154,-6.271146943576714
green,"[96, 184, 23]",1355,1617,53.30992348414041,-6.272535609497286
green,"[96, 184, 23]",1342,1617,53.309923962999285,-6.273924275417857
green,"[96, 184, 23]",1329,1617,53.30992444185816,-6.275312941338428
white,"[255, 255, 255]",1316,1617,53.30992492071703,-6.276701607259
red,"[235, 52, 0]",1303,1617,53.3099253995759,-6.278090273179571
green,"[96, 184, 23]",1290,1617,53.309925878434775,-6.279478939100143
green,"[96, 184, 23]",1277,1617,53.30992635729365,-6.280867605020714
green,"[96, 184, 23]",1265,1617,53.309926799317225,-6.282149450485857
green,"[96, 184, 23]",1252,1617,53.30992727817609,-6.283538116406428
green,"[96, 184, 23]",1239,1617,53.30992775703496,-6.284926782326999
green,"[96, 184, 23]",1226,1617,53.309928235893835,-6.286315448247571
green,"[96, 184, 23]",1213,1617,53.30992871475271,-6.287704114168142
green,"[96, 184, 23]",1200,1617,53.30992919361158,-6.289092780088714
green,"[96, 184, 23]",1187,1617,53.30992967247045,-6.290481446009285
green,"[96, 184, 23]",1175,1617,53.30993011449403,-6.291763291474428
green,"[96, 184, 23]",1162,1617,53.3099305933529,-6.293151957395
green,"[96, 184, 23]",1149,1617,53.309931072211775,-6.29454062331557
red,"[235, 52, 0]",1136,1617,53.30993155107064,-6.295929289236142
green,"[96, 184, 23]",1123,1617,53.30993202992951,-6.297317955156713
green,"[96, 184, 23]",1110,1617,53.309932508788386,-6.298706621077285
green,"[96, 184, 23]",1097,1617,53.30993298764726,-6.300095286997856
green,"[96, 184, 23]",1085,1617,53.309933429670835,-6.301377132462999
white,"[255, 255, 255]",1870,1604,53.31073375216291,-6.2175219212679025
green,"[96, 184, 23]",1857,1604,53.31073423102178,-6.218910587188474
green,"[96, 184, 23]",1587,1604,53.3107441765522,-6.247752110154187
green,"[96, 184, 23]",1574,1604,53.31074465541107,-6.249140776074759
white,"[255, 255, 255]",1561,1604,53.31074513426994,-6.25052944199533
green,"[96, 184, 23]",1548,1604,53.310745613128816,-6.251918107915902
red,"[235, 52, 0]",1535,1604,53.31074609198769,-6.253306773836473
white,"[255, 255, 255]",1523,1604,53.310746534011265,-6.254588619301616
red,"[235, 52, 0]",1510,1604,53.31074701287014,-6.255977285222187
red,"[235, 52, 0]",1497,1604,53.31074749172901,-6.257365951142758
green,"[96, 184, 23]",1484,1604,53.310747970587876,-6.25875461706333
red,"[235, 52, 0]",1471,1604,53.31074844944675,-6.260143282983901
green,"[96, 184, 23]",1458,1604,53.31074892830562,-6.261531948904473
green,"[96, 184, 23]",1445,1604,53.310749407164494,-6.2629206148250445
green,"[96, 184, 23]",1433,1604,53.31074984918807,-6.264202460290187
green,"[96, 184, 23]",1420,1604,53.31075032804694,-6.265591126210758
green,"[96, 184, 23]",1407,1604,53.310750806905816,-6.2669797921313295
green,"[96, 184, 23]",1394,1604,53.31075128576469,-6.268368458051901
green,"[96, 184, 23]",1381,1604,53.31075176462356,-6.2697571239724725
green,"[96, 184, 23]",1368,1604,53.310752243482426,-6.271145789893044
green,"[96, 184, 23]",1355,1604,53.3107527223413,-6.272534455813616
green,"[96, 184, 23]",1342,1604,53.31075320120017,-6.273923121734187
green,"[96, 184, 23]",1329,1604,53.310753680059044,-6.275311787654758
green,"[96, 184, 23]",1316,1604,53.310754158917916,-6.276700453575329
green,"[96, 184, 23]",1303,1604,53.31075463777679,-6.278089119495901
green,"[96, 184, 23]",1290,1604,53.31075511663566,-6.279477785416472
green,"[96, 184, 23]",1277,1604,53.310755595494534,-6.280866451337044
green,"[96, 184, 23]",1265,1604,53.31075603751811,-6.282148296802187
green,"[96, 184, 23]",1252,1604,53.31075651637698,-6.283536962722758
red,"[235, 52, 0]",1239,1604,53.31075699523585,-6.284925628643329
green,"[96, 184, 23]",1226,1604,53.31075747409472,-6.2863142945639
green,"[96, 184, 23]",1213,1604,53.310757952953594,-6.287702960484472
green,"[96, 184, 23]",1200,1604,53.31075843181247,-6.289091626405043
green,"[96, 184, 23]",1187,1604,53.31075891067134,-6.290480292325615
green,"[96, 184, 23]",1175,1604,53.310759352694916,-6.291762137790758
green,"[96, 184, 23]",1162,1604,53.31075983155379,-6.293150803711329
green,"[96, 184, 23]",1149,1604,53.31076031041266,-6.294539469631901
green,"[96, 184, 23]",1136,1604,53.310760789271534,-6.295928135552471
white,"[255, 255, 255]",1123,1604,53.3107612681304,-6.297316801473043
green,"[96, 184, 23]",1110,1604,53.31076174698927,-6.2987054673936145
green,"[96, 184, 23]",1097,1604,53.310762225848144,-6.300094133314186
green,"[96, 184, 23]",1085,1604,53.31076266787172,-6.301375978779329
green,"[96, 184, 23]",1947,1591,53.311560154045864,-6.2092955925162325
white,"[255, 255, 255]",1934,1591,53.31156063290474,-6.210684258436804
white,"[255, 255, 255]",1921,1591,53.31156111176361,-6.212072924357376
white,"[255, 255, 255]",1908,1591,53.311561590622475,-6.213461590277947
white,"[255, 255, 255]",1883,1591,53.311562511504924,-6.216132101663661
white,"[255, 255, 255]",1870,1591,53.3115629903638,-6.217520767584232
green,"[96, 184, 23]",1857,1591,53.31156346922267,-6.218909433504804
green,"[96, 184, 23]",1844,1591,53.31156394808154,-6.220298099425375
green,"[96, 184, 23]",1831,1591,53.311564426940414,-6.221686765345947
green,"[96, 184, 23]",1818,1591,53.31156490579929,-6.223075431266518
green,"[96, 184, 23]",1793,1591,53.31156582668173,-6.225745942652233
green,"[96, 184, 23]",1780,1591,53.3115663055406,-6.227134608572803
green,"[96, 184, 23]",1587,1591,53.311573414753084,-6.247750956470517
red,"[235, 52, 0]",1574,1591,53.31157389361196,-6.2491396223910884
green,"[96, 184, 23]",1561,1591,53.31157437247083,-6.25052828831166
green,"[96, 184, 23]",1548,1591,53.3115748513297,-6.2519169542322315
green,"[96, 184, 23]",1535,1591,53.311575330188575,-6.253305620152803
green,"[96, 184, 23]",1523,1591,53.31157577221215,-6.254587465617946
green,"[96, 184, 23]",1510,1591,53.311576251071024,-6.255976131538517
green,"[96, 184, 23]",1497,1591,53.3115767299299,-6.257364797459088
green,"[96, 184, 23]",1484,1591,53.31157720878877,-6.2587534633796595
green,"[96, 184, 23]",1471,1591,53.311577687647635,-6.260142129300231
green,"[96, 184, 23]",1458,1591,53.31157816650651,-6.261530795220803
green,"[96, 184, 23]",1445,1591,53.31157864536538,-6.262919461141374
green,"[96, 184, 23]",1433,1591,53.31157908738896,-6.264201306606517
green,"[96, 184, 23]",1420,1591,53.31157956624783,-6.2655899725270885
green,"[96, 184, 23]",1407,1591,53.3115800451067,-6.26697863844766
green,"[96, 184, 23]",1394,1591,53.311580523965574,-6.268367304368231
green,"[96, 184, 23]",1381,1591,53.31158100282445,-6.269755970288802
white,"[255, 255, 255]",1368,1591,53.31158148168332,-6.271144636209374
green,"[96, 184, 23]",1355,1591,53.311581960542185,-6.272533302129945
green,"[96, 184, 23]",1342,1591,53.31158243940106,-6.273921968050517
green,"[96, 184, 23]",1329,1591,53.31158291825993,-6.275310633971088
green,"[96, 184, 23]",1316,1591,53.3115833971188,-6.276699299891659
green,"[96, 184, 23]",1303,1591,53.311583875977675,-6.27808796581223
green,"[96, 184, 23]",1290,1591,53.31158435483655,-6.279476631732802
green,"[96, 184, 23]",1277,1591,53.31158483369542,-6.280865297653373
green,"[96, 184, 23]",1265,1591,53.311585275719,-6.282147143118516
green,"[96, 184, 23]",1252,1591,53.31158575457787,-6.283535809039088
green,"[96, 184, 23]",1239,1591,53.31158623343674,-6.284924474959659
green,"[96, 184, 23]",1226,1591,53.31158671229561,-6.286313140880231
red,"[235, 52, 0]",1213,1591,53.31158719115448,-6.2877018068008015
green,"[96, 184, 23]",1200,1591,53.31158767001335,-6.289090472721373
green,"[96, 184, 23]",1187,1591,53.311588148872225,-6.2904791386419445
green,"[96, 184, 23]",1175,1591,53.3115885908958,-6.291760984107087
green,"[96, 184, 23]",1162,1591,53.311589069754675,-6.293149650027659
green,"[96, 184, 23]",1149,1591,53.31158954861355,-6.29453831594823
green,"[96, 184, 23]",1136,1591,53.31159002747242,-6.295926981868802
green,"[96, 184, 23]",1123,1591,53.31159050633129,-6.2973156477893735
green,"[96, 184, 23]",1110,1591,53.31159098519016,-6.298704313709944
green,"[96, 184, 23]",1097,1591,53.31159146404903,-6.300092979630516
green,"[96, 184, 23]",2024,1578,53.31238655592882,-6.201069263764563
red,"[235, 52, 0]",2011,1578,53.31238703478768,-6.202457929685134
green,"[96, 184, 23]",1998,1578,53.312387513646556,-6.203846595605706
green,"[96, 184, 23]",1985,1578,53.31238799250543,-6.205235261526277
green,"[96, 184, 23]",1973,1578,53.312388434529005,-6.20651710699142
green,"[96, 184, 23]",1960,1578,53.31238891338788,-6.207905772911991
white,"[255, 255, 255]",1947,1578,53.31238939224675,-6.209294438832562
white,"[255, 255, 255]",1934,1578,53.31238987110562,-6.210683104753134
white,"[255, 255, 255]",1921,1578,53.312390349964495,-6.212071770673705
white,"[255, 255, 255]",1908,1578,53.31239082882337,-6.213460436594277
white,"[255, 255, 255]",1895,1578,53.31239130768224,-6.214849102514848
white,"[255, 255, 255]",1883,1578,53.31239174970581,-6.216130947979991
white,"[255, 255, 255]",1870,1578,53.31239222856468,-6.217519613900563
green,"[96, 184, 23]",1857,1578,53.312392707423555,-6.218908279821133
green,"[96, 184, 23]",1844,1578,53.31239318628243,-6.220296945741705
green,"[96, 184, 23]",1831,1578,53.3123936651413,-6.221685611662276
green,"[96, 184, 23]",1818,1578,53.31239414400017,-6.223074277582848
green,"[96, 184, 23]",1805,1578,53.312394622859046,-6.224462943503419
green,"[96, 184, 23]",1793,1578,53.312395064882615,-6.225744788968562
white,"[255, 255, 255]",1780,1578,53.31239554374149,-6.227133454889134
green,"[96, 184, 23]",1600,1578,53.312402174095105,-6.246361136866276
green,"[96, 184, 23]",1587,1578,53.31240265295398,-6.247749802786847
green,"[96, 184, 23]",1574,1578,53.31240313181284,-6.249138468707418
green,"[96, 184, 23]",1561,1578,53.312403610671716,-6.25052713462799
green,"[96, 184, 23]",1548,1578,53.31240408953059,-6.251915800548561
red,"[235, 52, 0]",1535,1578,53.31240456838946,-6.253304466469133
green,"[96, 184, 23]",1523,1578,53.31240501041304,-6.2545863119342755
red,"[235, 52, 0]",1510,1578,53.31240548927191,-6.255974977854847
red,"[235, 52, 0]",1497,1578,53.31240596813078,-6.2573636437754185
green,"[96, 184, 23]",1484,1578,53.312406446989655,-6.25875230969599
green,"[96, 184, 23]",1471,1578,53.31240692584853,-6.260140975616561
green,"[96, 184, 23]",1458,1578,53.31240740470739,-6.261529641537132
